web-scraper-order,web-scraper-start-url,rooms_area_price_raw,address_raw,price_raw,description_raw,text_raw
"1727116434-153","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","4.5 Zimmer, 90m², CHF 2’660.–","","","","4.5 Zimmer, 90m², CHF 2’660.– Zinzikerstrasse 24, 8404 WinterthurModerne Wohnung Erstvermietung eines Neubaus mit geschützter Bauernhausfassade.In dieser Charakteristischen Liegenschaft wurde ein Nachhaltiger Um- und Neubau realisiert. Der Alt charakteristische Innenhof ist Zeitzeuge des Bauernbetriebs in Zinzikon.Es entstanden moderne ausgebaute Mietwohnungen, die ab 01.12.02024 Bezugsbereit sind.Die 4.5 Zimmer Wohnung befindet sich im 1.Obergeschosse und ist ideal für eine Familie, die auf der Suche nach einem einzigartigen Zuhause ist.Die Wohnung liegt in einer Familienfreundlichen Umgebung, Schule und Kindergarten sind in nächster Nähe. Die Liegenschaft befindet sich in grüner und ruhiger Umgebung. ÖV sind in wenigen Gehminuten erreichbar.Das Objekt bietet Ihnen nebst dem ansprechendem Grundriss folgende Ausbaustandarts: • Offene Küche mit Glaskeramikherd, Kombi-Steamer/Backofen, Geschirrspüler, Kühlschrank mit Gefrierfach und genügend Stauraum • 2 Nasszellen Badzimmer/WC und Dusche/WC • Waschturm • Sitzplatz Überdeckt 28m2 • Hochwertiger Parkett in den Wohn- und Schlafräumen Zu jeder Wohnung gehört ein Estrichabteil von ca. 6-8 m.Tiefgaragenplatz kann auf Wunsch für 140.- dazu gemietet werden. Möglichkeiten für Elektroladestationen sind vorhanden.Bei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard darstellen. Die genaue Raumaufteilung können Sie dem Grundriss entnehmen."
"1727116434-154","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","","Zinzikerstrasse 24, 8404 Winterthur","","","4.5 Zimmer, 90m², CHF 2’660.– Zinzikerstrasse 24, 8404 WinterthurModerne Wohnung Erstvermietung eines Neubaus mit geschützter Bauernhausfassade.In dieser Charakteristischen Liegenschaft wurde ein Nachhaltiger Um- und Neubau realisiert. Der Alt charakteristische Innenhof ist Zeitzeuge des Bauernbetriebs in Zinzikon.Es entstanden moderne ausgebaute Mietwohnungen, die ab 01.12.02024 Bezugsbereit sind.Die 4.5 Zimmer Wohnung befindet sich im 1.Obergeschosse und ist ideal für eine Familie, die auf der Suche nach einem einzigartigen Zuhause ist.Die Wohnung liegt in einer Familienfreundlichen Umgebung, Schule und Kindergarten sind in nächster Nähe. Die Liegenschaft befindet sich in grüner und ruhiger Umgebung. ÖV sind in wenigen Gehminuten erreichbar.Das Objekt bietet Ihnen nebst dem ansprechendem Grundriss folgende Ausbaustandarts: • Offene Küche mit Glaskeramikherd, Kombi-Steamer/Backofen, Geschirrspüler, Kühlschrank mit Gefrierfach und genügend Stauraum • 2 Nasszellen Badzimmer/WC und Dusche/WC • Waschturm • Sitzplatz Überdeckt 28m2 • Hochwertiger Parkett in den Wohn- und Schlafräumen Zu jeder Wohnung gehört ein Estrichabteil von ca. 6-8 m.Tiefgaragenplatz kann auf Wunsch für 140.- dazu gemietet werden. Möglichkeiten für Elektroladestationen sind vorhanden.Bei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard darstellen. Die genaue Raumaufteilung können Sie dem Grundriss entnehmen."
"1727116434-155","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","","","CHF 2’660.–","","4.5 Zimmer, 90m², CHF 2’660.– Zinzikerstrasse 24, 8404 WinterthurModerne Wohnung Erstvermietung eines Neubaus mit geschützter Bauernhausfassade.In dieser Charakteristischen Liegenschaft wurde ein Nachhaltiger Um- und Neubau realisiert. Der Alt charakteristische Innenhof ist Zeitzeuge des Bauernbetriebs in Zinzikon.Es entstanden moderne ausgebaute Mietwohnungen, die ab 01.12.02024 Bezugsbereit sind.Die 4.5 Zimmer Wohnung befindet sich im 1.Obergeschosse und ist ideal für eine Familie, die auf der Suche nach einem einzigartigen Zuhause ist.Die Wohnung liegt in einer Familienfreundlichen Umgebung, Schule und Kindergarten sind in nächster Nähe. Die Liegenschaft befindet sich in grüner und ruhiger Umgebung. ÖV sind in wenigen Gehminuten erreichbar.Das Objekt bietet Ihnen nebst dem ansprechendem Grundriss folgende Ausbaustandarts: • Offene Küche mit Glaskeramikherd, Kombi-Steamer/Backofen, Geschirrspüler, Kühlschrank mit Gefrierfach und genügend Stauraum • 2 Nasszellen Badzimmer/WC und Dusche/WC • Waschturm • Sitzplatz Überdeckt 28m2 • Hochwertiger Parkett in den Wohn- und Schlafräumen Zu jeder Wohnung gehört ein Estrichabteil von ca. 6-8 m.Tiefgaragenplatz kann auf Wunsch für 140.- dazu gemietet werden. Möglichkeiten für Elektroladestationen sind vorhanden.Bei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard darstellen. Die genaue Raumaufteilung können Sie dem Grundriss entnehmen."
"1727116434-156","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","","","","Moderne Wohnung","4.5 Zimmer, 90m², CHF 2’660.– Zinzikerstrasse 24, 8404 WinterthurModerne Wohnung Erstvermietung eines Neubaus mit geschützter Bauernhausfassade.In dieser Charakteristischen Liegenschaft wurde ein Nachhaltiger Um- und Neubau realisiert. Der Alt charakteristische Innenhof ist Zeitzeuge des Bauernbetriebs in Zinzikon.Es entstanden moderne ausgebaute Mietwohnungen, die ab 01.12.02024 Bezugsbereit sind.Die 4.5 Zimmer Wohnung befindet sich im 1.Obergeschosse und ist ideal für eine Familie, die auf der Suche nach einem einzigartigen Zuhause ist.Die Wohnung liegt in einer Familienfreundlichen Umgebung, Schule und Kindergarten sind in nächster Nähe. Die Liegenschaft befindet sich in grüner und ruhiger Umgebung. ÖV sind in wenigen Gehminuten erreichbar.Das Objekt bietet Ihnen nebst dem ansprechendem Grundriss folgende Ausbaustandarts: • Offene Küche mit Glaskeramikherd, Kombi-Steamer/Backofen, Geschirrspüler, Kühlschrank mit Gefrierfach und genügend Stauraum • 2 Nasszellen Badzimmer/WC und Dusche/WC • Waschturm • Sitzplatz Überdeckt 28m2 • Hochwertiger Parkett in den Wohn- und Schlafräumen Zu jeder Wohnung gehört ein Estrichabteil von ca. 6-8 m.Tiefgaragenplatz kann auf Wunsch für 140.- dazu gemietet werden. Möglichkeiten für Elektroladestationen sind vorhanden.Bei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard darstellen. Die genaue Raumaufteilung können Sie dem Grundriss entnehmen."
"1727116434-157","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","5.5 Zimmer, 145m², CHF 3’440.–","","","","5.5 Zimmer, 145m², CHF 3’440.– Zinzikerstrasse 24, 8404 Winterthur5.5 Zimmer Maisonett Wohnung Erstvermietung eines Neubaus mit geschützter Bauernhausfassade.In dieser Charakteristischen Liegenschaft wurde ein Nachhaltiger Um- und Neubau realisiert. Der Alt charakteristische Innenhof ist Zeitzeuge des Bauernbetriebs in Zinzikon.Es entstanden moderne ausgebaute Mietwohnungen, die ab 01.12.02024 bezugsbereit sind.Die Wohnung liegt in einer Familienfreundlichen Umgebung, Schule und Kindergarten sind in nächster Nähe. Die Liegenschaft befindet sich in grüner und ruhiger Umgebung. ÖV sind in wenigen Gehminuten erreichbar.Das Objekt bietet Ihnen nebst dem ansprechendem Grundriss folgende Ausbaustandarts: • Offene Küche mit Glaskeramikherd, Backofen mit integriertem Steamer, Geschirrspüler, Kühlschrank mit Gefrierfach und genügend Stauraum • 2 Nasszellen Badewanne/Dusche/WC mit Waschturm und Dusche/WC • Balkon/Laube überdeckt 24m2 • Hochwertiger Parkett in den Wohn- und Schlafräumen • Garderobenschrank Zu jeder Wohnung gehört ein Estrichabteil von ca. 6-8 m.Tiefgaragenplatz kann auf Wunsch für 140.- dazu gemietet werden. Möglichkeiten für Elektroladestationen sind vorhanden.Bei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard darstellen. Die genaue Raumaufteilung können Sie dem Grundriss entnehmen."
"1727116434-158","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","","Zinzikerstrasse 24, 8404 Winterthur","","","5.5 Zimmer, 145m², CHF 3’440.– Zinzikerstrasse 24, 8404 Winterthur5.5 Zimmer Maisonett Wohnung Erstvermietung eines Neubaus mit geschützter Bauernhausfassade.In dieser Charakteristischen Liegenschaft wurde ein Nachhaltiger Um- und Neubau realisiert. Der Alt charakteristische Innenhof ist Zeitzeuge des Bauernbetriebs in Zinzikon.Es entstanden moderne ausgebaute Mietwohnungen, die ab 01.12.02024 bezugsbereit sind.Die Wohnung liegt in einer Familienfreundlichen Umgebung, Schule und Kindergarten sind in nächster Nähe. Die Liegenschaft befindet sich in grüner und ruhiger Umgebung. ÖV sind in wenigen Gehminuten erreichbar.Das Objekt bietet Ihnen nebst dem ansprechendem Grundriss folgende Ausbaustandarts: • Offene Küche mit Glaskeramikherd, Backofen mit integriertem Steamer, Geschirrspüler, Kühlschrank mit Gefrierfach und genügend Stauraum • 2 Nasszellen Badewanne/Dusche/WC mit Waschturm und Dusche/WC • Balkon/Laube überdeckt 24m2 • Hochwertiger Parkett in den Wohn- und Schlafräumen • Garderobenschrank Zu jeder Wohnung gehört ein Estrichabteil von ca. 6-8 m.Tiefgaragenplatz kann auf Wunsch für 140.- dazu gemietet werden. Möglichkeiten für Elektroladestationen sind vorhanden.Bei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard darstellen. Die genaue Raumaufteilung können Sie dem Grundriss entnehmen."
"1727116434-159","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","","","CHF 3’440.–","","5.5 Zimmer, 145m², CHF 3’440.– Zinzikerstrasse 24, 8404 Winterthur5.5 Zimmer Maisonett Wohnung Erstvermietung eines Neubaus mit geschützter Bauernhausfassade.In dieser Charakteristischen Liegenschaft wurde ein Nachhaltiger Um- und Neubau realisiert. Der Alt charakteristische Innenhof ist Zeitzeuge des Bauernbetriebs in Zinzikon.Es entstanden moderne ausgebaute Mietwohnungen, die ab 01.12.02024 bezugsbereit sind.Die Wohnung liegt in einer Familienfreundlichen Umgebung, Schule und Kindergarten sind in nächster Nähe. Die Liegenschaft befindet sich in grüner und ruhiger Umgebung. ÖV sind in wenigen Gehminuten erreichbar.Das Objekt bietet Ihnen nebst dem ansprechendem Grundriss folgende Ausbaustandarts: • Offene Küche mit Glaskeramikherd, Backofen mit integriertem Steamer, Geschirrspüler, Kühlschrank mit Gefrierfach und genügend Stauraum • 2 Nasszellen Badewanne/Dusche/WC mit Waschturm und Dusche/WC • Balkon/Laube überdeckt 24m2 • Hochwertiger Parkett in den Wohn- und Schlafräumen • Garderobenschrank Zu jeder Wohnung gehört ein Estrichabteil von ca. 6-8 m.Tiefgaragenplatz kann auf Wunsch für 140.- dazu gemietet werden. Möglichkeiten für Elektroladestationen sind vorhanden.Bei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard darstellen. Die genaue Raumaufteilung können Sie dem Grundriss entnehmen."
"1727116434-160","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","","","","5.5 Zimmer Maisonett Wohnung","5.5 Zimmer, 145m², CHF 3’440.– Zinzikerstrasse 24, 8404 Winterthur5.5 Zimmer Maisonett Wohnung Erstvermietung eines Neubaus mit geschützter Bauernhausfassade.In dieser Charakteristischen Liegenschaft wurde ein Nachhaltiger Um- und Neubau realisiert. Der Alt charakteristische Innenhof ist Zeitzeuge des Bauernbetriebs in Zinzikon.Es entstanden moderne ausgebaute Mietwohnungen, die ab 01.12.02024 bezugsbereit sind.Die Wohnung liegt in einer Familienfreundlichen Umgebung, Schule und Kindergarten sind in nächster Nähe. Die Liegenschaft befindet sich in grüner und ruhiger Umgebung. ÖV sind in wenigen Gehminuten erreichbar.Das Objekt bietet Ihnen nebst dem ansprechendem Grundriss folgende Ausbaustandarts: • Offene Küche mit Glaskeramikherd, Backofen mit integriertem Steamer, Geschirrspüler, Kühlschrank mit Gefrierfach und genügend Stauraum • 2 Nasszellen Badewanne/Dusche/WC mit Waschturm und Dusche/WC • Balkon/Laube überdeckt 24m2 • Hochwertiger Parkett in den Wohn- und Schlafräumen • Garderobenschrank Zu jeder Wohnung gehört ein Estrichabteil von ca. 6-8 m.Tiefgaragenplatz kann auf Wunsch für 140.- dazu gemietet werden. Möglichkeiten für Elektroladestationen sind vorhanden.Bei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard darstellen. Die genaue Raumaufteilung können Sie dem Grundriss entnehmen."
"1727116434-161","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","3.5 Zimmer, 111m², CHF 2’540.–","","","","3.5 Zimmer, 111m², CHF 2’540.– Zinzikerstrasse 24, 8404 WinterthurModernes wohnen in einem umgebauten Bauernhaus. Erstvermietung eines Neubaus mit geschützter Bauernhausfassade.In dieser Charakteristischen Liegenschaft wurde ein Nachhaltiger Um- und Neubau realisiert. Der Alt charakteristische Innenhof ist Zeitzeuge des Bauernbetriebs in Zinzikon.Es entstanden modern ausgebaute Mietwohnungen, die ab 01.12.02024 Bezugsbereit sind.Die Maisonett-Wohnung ist auf zwei Etagen aufgeteilt und vermittelt ein grosszügiges Raumgefühl.Die Liegenschaft befindet sich in grüner und ruhiger Umgebung. ÖV sind in wenigen gehminuten erreichbar.Das Objekt bietet Ihnen nebst dem ansprechendem Grundriss folgende Ausbaustandarts: • Offene Küche mit Glaskeramikherd, Backofen mit intergriertem Steamer, Geschirrspüler, Kühlschrank mit Gefriefach und genügend Stauraum • Badzimmer/Dusche/WC mit Waschturm und seperates WC • Balkon/Laube Überdeckt 27m2 • Hochwertiger Parkett in den Wohn- und Schlafräumen • Garderobenschrank Zu jeder Wohnung gehört ein Estrichabteil von ca. 6-8 m.Tiefgaragenplatz kann auf Wunsch für 140.- dazu gemietet werden. Möglichkeiten für Elektroladestationen sind vorhanden.Bei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard darstellen. Die genaue Raumaufteilung können Sie dem Grundriss entnehmen."
"1727116434-162","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","","Zinzikerstrasse 24, 8404 Winterthur","","","3.5 Zimmer, 111m², CHF 2’540.– Zinzikerstrasse 24, 8404 WinterthurModernes wohnen in einem umgebauten Bauernhaus. Erstvermietung eines Neubaus mit geschützter Bauernhausfassade.In dieser Charakteristischen Liegenschaft wurde ein Nachhaltiger Um- und Neubau realisiert. Der Alt charakteristische Innenhof ist Zeitzeuge des Bauernbetriebs in Zinzikon.Es entstanden modern ausgebaute Mietwohnungen, die ab 01.12.02024 Bezugsbereit sind.Die Maisonett-Wohnung ist auf zwei Etagen aufgeteilt und vermittelt ein grosszügiges Raumgefühl.Die Liegenschaft befindet sich in grüner und ruhiger Umgebung. ÖV sind in wenigen gehminuten erreichbar.Das Objekt bietet Ihnen nebst dem ansprechendem Grundriss folgende Ausbaustandarts: • Offene Küche mit Glaskeramikherd, Backofen mit intergriertem Steamer, Geschirrspüler, Kühlschrank mit Gefriefach und genügend Stauraum • Badzimmer/Dusche/WC mit Waschturm und seperates WC • Balkon/Laube Überdeckt 27m2 • Hochwertiger Parkett in den Wohn- und Schlafräumen • Garderobenschrank Zu jeder Wohnung gehört ein Estrichabteil von ca. 6-8 m.Tiefgaragenplatz kann auf Wunsch für 140.- dazu gemietet werden. Möglichkeiten für Elektroladestationen sind vorhanden.Bei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard darstellen. Die genaue Raumaufteilung können Sie dem Grundriss entnehmen."
"1727116434-163","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","","","CHF 2’540.–","","3.5 Zimmer, 111m², CHF 2’540.– Zinzikerstrasse 24, 8404 WinterthurModernes wohnen in einem umgebauten Bauernhaus. Erstvermietung eines Neubaus mit geschützter Bauernhausfassade.In dieser Charakteristischen Liegenschaft wurde ein Nachhaltiger Um- und Neubau realisiert. Der Alt charakteristische Innenhof ist Zeitzeuge des Bauernbetriebs in Zinzikon.Es entstanden modern ausgebaute Mietwohnungen, die ab 01.12.02024 Bezugsbereit sind.Die Maisonett-Wohnung ist auf zwei Etagen aufgeteilt und vermittelt ein grosszügiges Raumgefühl.Die Liegenschaft befindet sich in grüner und ruhiger Umgebung. ÖV sind in wenigen gehminuten erreichbar.Das Objekt bietet Ihnen nebst dem ansprechendem Grundriss folgende Ausbaustandarts: • Offene Küche mit Glaskeramikherd, Backofen mit intergriertem Steamer, Geschirrspüler, Kühlschrank mit Gefriefach und genügend Stauraum • Badzimmer/Dusche/WC mit Waschturm und seperates WC • Balkon/Laube Überdeckt 27m2 • Hochwertiger Parkett in den Wohn- und Schlafräumen • Garderobenschrank Zu jeder Wohnung gehört ein Estrichabteil von ca. 6-8 m.Tiefgaragenplatz kann auf Wunsch für 140.- dazu gemietet werden. Möglichkeiten für Elektroladestationen sind vorhanden.Bei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard darstellen. Die genaue Raumaufteilung können Sie dem Grundriss entnehmen."
"1727116434-164","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","","","","Modernes wohnen in einem umgebauten Bauernhaus.","3.5 Zimmer, 111m², CHF 2’540.– Zinzikerstrasse 24, 8404 WinterthurModernes wohnen in einem umgebauten Bauernhaus. Erstvermietung eines Neubaus mit geschützter Bauernhausfassade.In dieser Charakteristischen Liegenschaft wurde ein Nachhaltiger Um- und Neubau realisiert. Der Alt charakteristische Innenhof ist Zeitzeuge des Bauernbetriebs in Zinzikon.Es entstanden modern ausgebaute Mietwohnungen, die ab 01.12.02024 Bezugsbereit sind.Die Maisonett-Wohnung ist auf zwei Etagen aufgeteilt und vermittelt ein grosszügiges Raumgefühl.Die Liegenschaft befindet sich in grüner und ruhiger Umgebung. ÖV sind in wenigen gehminuten erreichbar.Das Objekt bietet Ihnen nebst dem ansprechendem Grundriss folgende Ausbaustandarts: • Offene Küche mit Glaskeramikherd, Backofen mit intergriertem Steamer, Geschirrspüler, Kühlschrank mit Gefriefach und genügend Stauraum • Badzimmer/Dusche/WC mit Waschturm und seperates WC • Balkon/Laube Überdeckt 27m2 • Hochwertiger Parkett in den Wohn- und Schlafräumen • Garderobenschrank Zu jeder Wohnung gehört ein Estrichabteil von ca. 6-8 m.Tiefgaragenplatz kann auf Wunsch für 140.- dazu gemietet werden. Möglichkeiten für Elektroladestationen sind vorhanden.Bei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard darstellen. Die genaue Raumaufteilung können Sie dem Grundriss entnehmen."
"1727116434-165","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","5.5 Zimmer, 164m², CHF 3’880.–","","","","5.5 Zimmer, 164m², CHF 3’880.– Zinzikerstrasse 24, 8404 WinterthurModernes Wohnen in einem umgebauten Bauernhaus Erstvermietung eines Neubaus mit geschützter Bauernhausfassade.In dieser Charakteristischen Liegenschaft wurde ein Nachhaltiger Um- und Neubau realisiert. Der Alt charakteristische Innenhof ist Zeitzeuge des Bauernbetriebs in Zinzikon.Es entstanden moderne ausgebaute Mietwohnungen, die ab 01.12.02024 bezugsbereit sind.Die 5.5 Zimmer Wohnung befindet sich im Erdgeschoss und ist ideal für eine Familie, die auf der Suche nach einem einzigartigen Zuhause ist.Die Wohnung liegt in einer Familienfreundlichen Umgebung, Schule und Kindergarten sind in nächster Nähe. Die Liegenschaft befindet sich in grüner und ruhiger Umgebung. ÖV sind in wenigen gehminuten erreichbar.Das Objekt bietet Ihnen nebst dem ansprechendem Grundriss folgende Ausbaustandarts: • Offene Küche mit Glaskeramikherd, Backofen, Steamer, Geschirrspüler, Kühlschrank mit Gefriefach und genügend Stauraum • 2 Nasszellen Badzimmer/WC und Dusche/WC mit Waschturm • Reduit 4.9m2 • Sitzplatz Überdeckt 24m2 bei Küche und kleiner Sitzplatz bei Zimmer • Hochwertiger Parkett in den Wohn- und Schlafräumen • Garderobenschrank Zu jeder Wohnung gehört ein Estrichabteil von ca. 6-8 m.Tiefgaragenplatz kann auf Wunsch für 140.- dazu gemietet werden. Möglichkeiten für Elektroladestationen sind vorhanden.Bei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard darstellen. Die genaue Raumaufteilung können Sie dem Grundriss entnehmen."
"1727116434-166","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","","Zinzikerstrasse 24, 8404 Winterthur","","","5.5 Zimmer, 164m², CHF 3’880.– Zinzikerstrasse 24, 8404 WinterthurModernes Wohnen in einem umgebauten Bauernhaus Erstvermietung eines Neubaus mit geschützter Bauernhausfassade.In dieser Charakteristischen Liegenschaft wurde ein Nachhaltiger Um- und Neubau realisiert. Der Alt charakteristische Innenhof ist Zeitzeuge des Bauernbetriebs in Zinzikon.Es entstanden moderne ausgebaute Mietwohnungen, die ab 01.12.02024 bezugsbereit sind.Die 5.5 Zimmer Wohnung befindet sich im Erdgeschoss und ist ideal für eine Familie, die auf der Suche nach einem einzigartigen Zuhause ist.Die Wohnung liegt in einer Familienfreundlichen Umgebung, Schule und Kindergarten sind in nächster Nähe. Die Liegenschaft befindet sich in grüner und ruhiger Umgebung. ÖV sind in wenigen gehminuten erreichbar.Das Objekt bietet Ihnen nebst dem ansprechendem Grundriss folgende Ausbaustandarts: • Offene Küche mit Glaskeramikherd, Backofen, Steamer, Geschirrspüler, Kühlschrank mit Gefriefach und genügend Stauraum • 2 Nasszellen Badzimmer/WC und Dusche/WC mit Waschturm • Reduit 4.9m2 • Sitzplatz Überdeckt 24m2 bei Küche und kleiner Sitzplatz bei Zimmer • Hochwertiger Parkett in den Wohn- und Schlafräumen • Garderobenschrank Zu jeder Wohnung gehört ein Estrichabteil von ca. 6-8 m.Tiefgaragenplatz kann auf Wunsch für 140.- dazu gemietet werden. Möglichkeiten für Elektroladestationen sind vorhanden.Bei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard darstellen. Die genaue Raumaufteilung können Sie dem Grundriss entnehmen."
"1727116434-167","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","","","CHF 3’880.–","","5.5 Zimmer, 164m², CHF 3’880.– Zinzikerstrasse 24, 8404 WinterthurModernes Wohnen in einem umgebauten Bauernhaus Erstvermietung eines Neubaus mit geschützter Bauernhausfassade.In dieser Charakteristischen Liegenschaft wurde ein Nachhaltiger Um- und Neubau realisiert. Der Alt charakteristische Innenhof ist Zeitzeuge des Bauernbetriebs in Zinzikon.Es entstanden moderne ausgebaute Mietwohnungen, die ab 01.12.02024 bezugsbereit sind.Die 5.5 Zimmer Wohnung befindet sich im Erdgeschoss und ist ideal für eine Familie, die auf der Suche nach einem einzigartigen Zuhause ist.Die Wohnung liegt in einer Familienfreundlichen Umgebung, Schule und Kindergarten sind in nächster Nähe. Die Liegenschaft befindet sich in grüner und ruhiger Umgebung. ÖV sind in wenigen gehminuten erreichbar.Das Objekt bietet Ihnen nebst dem ansprechendem Grundriss folgende Ausbaustandarts: • Offene Küche mit Glaskeramikherd, Backofen, Steamer, Geschirrspüler, Kühlschrank mit Gefriefach und genügend Stauraum • 2 Nasszellen Badzimmer/WC und Dusche/WC mit Waschturm • Reduit 4.9m2 • Sitzplatz Überdeckt 24m2 bei Küche und kleiner Sitzplatz bei Zimmer • Hochwertiger Parkett in den Wohn- und Schlafräumen • Garderobenschrank Zu jeder Wohnung gehört ein Estrichabteil von ca. 6-8 m.Tiefgaragenplatz kann auf Wunsch für 140.- dazu gemietet werden. Möglichkeiten für Elektroladestationen sind vorhanden.Bei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard darstellen. Die genaue Raumaufteilung können Sie dem Grundriss entnehmen."
"1727116434-168","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","","","","Modernes Wohnen in einem umgebauten Bauernhaus","5.5 Zimmer, 164m², CHF 3’880.– Zinzikerstrasse 24, 8404 WinterthurModernes Wohnen in einem umgebauten Bauernhaus Erstvermietung eines Neubaus mit geschützter Bauernhausfassade.In dieser Charakteristischen Liegenschaft wurde ein Nachhaltiger Um- und Neubau realisiert. Der Alt charakteristische Innenhof ist Zeitzeuge des Bauernbetriebs in Zinzikon.Es entstanden moderne ausgebaute Mietwohnungen, die ab 01.12.02024 bezugsbereit sind.Die 5.5 Zimmer Wohnung befindet sich im Erdgeschoss und ist ideal für eine Familie, die auf der Suche nach einem einzigartigen Zuhause ist.Die Wohnung liegt in einer Familienfreundlichen Umgebung, Schule und Kindergarten sind in nächster Nähe. Die Liegenschaft befindet sich in grüner und ruhiger Umgebung. ÖV sind in wenigen gehminuten erreichbar.Das Objekt bietet Ihnen nebst dem ansprechendem Grundriss folgende Ausbaustandarts: • Offene Küche mit Glaskeramikherd, Backofen, Steamer, Geschirrspüler, Kühlschrank mit Gefriefach und genügend Stauraum • 2 Nasszellen Badzimmer/WC und Dusche/WC mit Waschturm • Reduit 4.9m2 • Sitzplatz Überdeckt 24m2 bei Küche und kleiner Sitzplatz bei Zimmer • Hochwertiger Parkett in den Wohn- und Schlafräumen • Garderobenschrank Zu jeder Wohnung gehört ein Estrichabteil von ca. 6-8 m.Tiefgaragenplatz kann auf Wunsch für 140.- dazu gemietet werden. Möglichkeiten für Elektroladestationen sind vorhanden.Bei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard darstellen. Die genaue Raumaufteilung können Sie dem Grundriss entnehmen."
"1727116434-169","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","4.5 Zimmer, 90m², CHF 2’316.–","","","","4.5 Zimmer, 90m², CHF 2’316.– Frauenfelderstrasse 76, 8404 Winterthur4.5-Zimmer-Wohnung mit Balkon In Oberwinterthur vermieten wir per 1. November 2024 oder nach Vereinbarung eine schöne, sanierte 4.5-Zimmer-Wohnung im 2. Obergeschoss (mit Lift).Die Küche verfügt über einen Kühlschrank mit grossem Gefrierfach, einen Glaskeramikherd und einen Geschirrspüler. Das Wohn- und die Schlafzimmer sind mit Eichenparkett, Küche und Bad mit Plattenboden ausgestattet.Ein Kellerabteil gehört ebenfalls zur Wohnung. Ein Garagenplatz kann für Fr. 120.00/Mt. dazu gemietet werden.Für eine Besichtigung melden Sie sich bitte direkt beim aktuellen Mieter Herr Pricope 076 776 14 57."
"1727116434-170","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","","Frauenfelderstrasse 76, 8404 Winterthur","","","4.5 Zimmer, 90m², CHF 2’316.– Frauenfelderstrasse 76, 8404 Winterthur4.5-Zimmer-Wohnung mit Balkon In Oberwinterthur vermieten wir per 1. November 2024 oder nach Vereinbarung eine schöne, sanierte 4.5-Zimmer-Wohnung im 2. Obergeschoss (mit Lift).Die Küche verfügt über einen Kühlschrank mit grossem Gefrierfach, einen Glaskeramikherd und einen Geschirrspüler. Das Wohn- und die Schlafzimmer sind mit Eichenparkett, Küche und Bad mit Plattenboden ausgestattet.Ein Kellerabteil gehört ebenfalls zur Wohnung. Ein Garagenplatz kann für Fr. 120.00/Mt. dazu gemietet werden.Für eine Besichtigung melden Sie sich bitte direkt beim aktuellen Mieter Herr Pricope 076 776 14 57."
